ph,year,seccion,manzana,grafico,division,latitud,longitud,direccion_nominatim
13417,1994.0,1.0,249.0,28.0,,-32.95393271428571,-60.64125471428572,Bartolomé Mitre 1421
14068,1997.0,1.0,249.0,8.0,,-32.95392433333333,-60.64038533333333,9 de Julio 1119
14243,1997.0,1.0,249.0,21.0,,-32.954672800000004,-60.6412922,Zeballos 1179
1751,1964.0,1.0,249.0,7.0,,-32.95403133333333,-60.6405718888889,9 de Julio 1133
18235,2011.0,1.0,249.0,18.0,,-32.9547668,-60.6410224,Zeballos 1137
18763,2013.0,1.0,249.0,5.0,,-32.953883,-60.640761,9 de Julio 1155
2110,1965.0,1.0,249.0,2.0,,-32.953830749999995,-60.641129375,9 de Julio 1177
21189,2020.0,1.0,249.0,10.0,,-32.9541582,-60.6404034,Sarmiento 1430
2701,1968.0,1.0,249.0,29.0,,-32.95384416666666,-60.64130450000001,Bartolomé Mitre 1413
3579,1970.0,1.0,249.0,4.0,,-32.953867,-60.640864,9 de Julio 1155
3616,1970.0,1.0,249.0,8.0,,-32.95392433333333,-60.64038533333333,9 de Julio 1119
3864,1971.0,1.0,249.0,23.0,,-32.9545211,-60.6412232,Zeballos 1178
4807,1973.0,1.0,249.0,25.0,,-32.954194,-60.641327,9 de Julio 1187
7058,1977.0,1.0,249.0,1.0,,-32.9537424,-60.641323,9 de Julio 1193
808,1986.0,1.0,249.0,9.0,,-32.9540495,-60.6403785,9 de Julio 1117
8360,1980.0,1.0,249.0,3.0,,-32.95377560000001,-60.6410422,9 de Julio 1171
11359,1987.0,1.0,250.0,11.0,,-32.95495075,-60.639226375,Zeballos 1026
12701,1992.0,1.0,250.0,7.0,,-32.954576125,-60.639221375,José De San Martín 1462
12729,1992.0,1.0,250.0,14.0,,-32.95502485714285,-60.639435142857145,Zeballos 1042
12741,1992.0,1.0,250.0,10.0,,-32.95483536363636,-60.63915299999999,José De San Martín 1487
1547,1963.0,1.0,250.0,20.0,,-32.95488657142857,-60.64005757142858,Zeballos 1090
15996,2005.0,1.0,250.0,4.0,,-32.95419802456064,-60.63875579583744,9 de Julio 1007
17146,2009.0,1.0,250.0,19.0,,-32.95492759999999,-60.63997979999999,Zeballos 1084
17709,2010.0,1.0,250.0,4.0,,-32.95429677625571,-60.63878199086758,José de San Martín 1412
190,1953.0,1.0,250.0,13.0,,-32.955047428571426,-60.63927071428572,Zeballos 1028
1995,1965.0,1.0,250.0,1.0,,-32.953988,-60.6399,9 de Julio 1087
20140,2017.0,1.0,250.0,12.0,,-32.9550962,-60.6390774,Zeballos 1014
2885,1992.0,1.0,250.0,4.0,,-32.954214,-60.639196,9 de Julio 1045
3316,1969.0,1.0,250.0,9.0,,-32.954797600000006,-60.63890389999999,José de San Martín 1482
385,1955.0,1.0,250.0,18.0,,-32.95480486666666,-60.63975540000001,Sarmiento 1491
3857,1971.0,1.0,250.0,3.0,,-32.954242,-60.6395,9 De Julio 1068
387,1955.0,1.0,250.0,23.0,,-32.954611,-60.63978433333333,Sarmiento 1485
438,1956.0,1.0,250.0,5.0,,-32.954486,-60.639037,José de San Martín 1453
5059,1974.0,1.0,250.0,15.0,,-32.95500928571428,-60.63965985714286,Zeballos 1058
5682,1975.0,1.0,250.0,3.0,,-32.954242,-60.6395,9 De Julio 1068
7037,1977.0,1.0,250.0,27.0,,-32.954102,-60.639877,9 de Julio 1101
8982,1981.0,1.0,250.0,8.0,,-32.954742200000005,-60.6388316,José de San Martín 1482
9092,1981.0,1.0,250.0,20.0,,-32.95488657142857,-60.64005757142858,Zeballos 1090
10050,1983.0,1.0,251.0,18.0,,-32.954987,-60.63842016666667,José de San Martín 1469
11095,1986.0,1.0,251.0,10.0,,-32.95538324999999,-60.6377105,Zeballos 914
11109,1986.0,1.0,251.0,8.0,,-32.95522728571429,-60.63775914285714,Zeballos 920
11726,1988.0,1.0,251.0,17.0,,-32.955218,-60.638403200000006,Zeballos 974
12351,1990.0,1.0,251.0,17.0,,-32.955218,-60.638403200000006,Zeballos 974
13280,1994.0,1.0,251.0,21.0,,-32.954572,-60.638331714285705,José de San Martín 1427
13824,1996.0,1.0,251.0,5.0,,-32.954945,-60.63756,Zeballos 920
14484,1998.0,1.0,251.0,2.0,,-32.9544685,-60.63745749999999,9 de Julio 915
14866,2000.0,1.0,251.0,2.0,,-32.954496245454216,-60.637661499312514,9 de Julio 931
15376,2002.0,1.0,251.0,17.0,,-32.955218,-60.638403200000006,Zeballos 974
19072,2013.0,1.0,251.0,15.0,,-32.955236333333325,-60.638225,Zeballos 974
20197,2017.0,1.0,251.0,5.0,,-32.954945,-60.63756,Zeballos 920
2189,1966.0,1.0,251.0,1.0,,-32.954362,-60.638298166666665,9 de Julio 985
2237,1966.0,1.0,251.0,1.0,,-32.954362,-60.638298166666665,9 de Julio 985
22695,2024.0,1.0,251.0,3.0,,-32.954691833333335,-60.63764716666666,9 de Julio 927
4062,1971.0,1.0,251.0,14.0,,-32.955195,-60.63813966666667,Zeballos 959
414,1955.0,1.0,251.0,12.0,,-32.95522828571428,-60.63792757142857,Zeballos 934
633,1962.0,1.0,251.0,19.0,,-32.954867285714286,-60.638412,José de San Martín 1457
7124,1978.0,1.0,251.0,6.0,,-32.95497454999999,-60.6379602,Zeballos 925
7341,1978.0,1.0,251.0,2.0,,-32.95459904250062,-60.6374709917964,Maipú 1422
10593,1985.0,1.0,252.0,17.0,,-32.955327800000006,-60.6369656,Zeballos 862
12014,1989.0,1.0,252.0,23.0,,-32.955169999999995,-60.637191400000006,Maipú 1467
12702,1992.0,1.0,252.0,15.0,,-32.9555662,-60.6367826,Zeballos 838
12769,1992.0,1.0,252.0,10.0,,-32.9551335,-60.636761750000005,Zeballos 846
13425,1994.0,1.0,252.0,16.0,,-32.95549916666666,-60.63685916666666,Zeballos 848
15150,2001.0,1.0,252.0,24.0,,-32.95506558333334,-60.637084750000014,Maipú 1453
16433,2007.0,1.0,252.0,21.0,,-32.9553585,-60.63728500000001,Maipú 1485
19390,2015.0,1.0,252.0,22.0,,-32.9552745,-60.637203166666666,Maipú 1475
20507,2018.0,1.0,252.0,28.0,,-32.954757,-60.636661,9 de Julio 857
2349,1966.0,1.0,252.0,28.0,,-32.954757,-60.636661,9 de Julio 857
2486,1967.0,1.0,252.0,3.0,,-32.954697375,-60.636801625,9 de Julio 865
2539,1967.0,1.0,252.0,7.0,,-32.954922,-60.63639,Francisco Narciso Laprida 1432
5058,1974.0,1.0,252.0,13.0,,-32.9556228,-60.636509,Zeballos 810
6763,1977.0,1.0,252.0,6.0,,-32.95471580000001,-60.6363706,9 de Julio 823
8373,1980.0,1.0,252.0,8.0,,-32.955028,-60.636574,9 de Julio 832
11074,1986.0,1.0,253.0,24.0,,-32.95572383333334,-60.635967,Zeballos 784
11442,1987.0,1.0,253.0,12.0,,-32.95560533333333,-60.6351438888889,Zeballos 722
11583,1988.0,1.0,253.0,3.0,,-32.954866,-60.63563916666666,9 de Julio 775
17747,2011.0,1.0,253.0,35.0,,-32.95556218181818,-60.63605754545456,Francisco Narciso Laprida 1481
19756,2015.0,1.0,253.0,5.0,,-32.955006600000004,-60.6352236,Buenos Aires 1436
4652,1973.0,1.0,253.0,23.0,,-32.95565763636363,-60.63583936363637,Zeballos 774
570,1957.0,1.0,253.0,25.0,,-32.95569828571429,-60.636083285714285,Zeballos 792
6357,1976.0,1.0,253.0,1.0,,-32.954765,-60.635866,9 de Julio 784
8132,1979.0,1.0,253.0,10.0,,-32.955458333333326,-60.635268222222216,Zeballos 728
10512,1985.0,1.0,254.0,19.0,,-32.956027,-60.6335782,Juan Manuel de Rosas 1480
1113,1960.0,1.0,254.0,28.0,,-32.9560302,-60.634477,Zeballos 680
13149,1993.0,1.0,254.0,23.0,,-32.9560942,-60.6339856,Zeballos 640
13593,1995.0,1.0,254.0,20.0,,-32.956101,-60.633574,Zeballos 626
16338,2006.0,1.0,254.0,33.0,,-32.955571799999994,-60.634502600000005,Buenos Aires 1453
18028,2011.0,1.0,254.0,17.0,,-32.955810666666665,-60.633726,Zeballos 628
18412,2012.0,1.0,254.0,24.0,,-32.9558627,-60.63400790000001,Zeballos 650
18435,2012.0,1.0,254.0,29.0,,-32.955870875,-60.63461725,Buenos Aires 1481
20750,2018.0,1.0,254.0,22.0,,-32.956018285714286,-60.633829142857145,Zeballos 632
21781,2021.0,1.0,254.0,8.0,,-32.955284142857145,-60.633672571428576,9 de Julio 633
22270,2023.0,1.0,254.0,34.0,,-32.955504125,-60.63438625,Buenos Aires 1443
22439,2023.0,1.0,254.0,27.0,,-32.956045800000005,-60.634394,Zeballos 672
2691,1968.0,1.0,254.0,18.0,,-32.95593733333333,-60.6336225,Juan Manuel de Rosas 1474
3610,1970.0,1.0,254.0,35.0,,-32.9553715,-60.6343939,Buenos Aires 1433
3617,1970.0,1.0,254.0,12.0,,-32.9553638,-60.6333806,Juan Manuel de Rosas 1418
4461,1972.0,1.0,254.0,31.0,,-32.9557218,-60.6345354,Buenos Aires 1467
4701,1973.0,1.0,254.0,14.0,,-32.95551416666667,-60.633478,Juan Manuel de Rosas 1434
5506,1974.0,1.0,254.0,36.0,,-32.955245,-60.63446066666668,Buenos Aires 1423
6544,1977.0,1.0,254.0,29.0,,-32.955870875,-60.63461725,Buenos Aires 1481
6601,1977.0,1.0,254.0,2.0,,-32.95507166666666,-60.63431366666666,9 de Julio 685
6791,1977.0,1.0,254.0,15.0,,-32.955608,-60.63359883333334,Juan Manuel de Rosas 1444
7737,1979.0,1.0,254.0,11.0,,-32.9552494,-60.633351600000005,9 de Julio 609
7862,1979.0,1.0,254.0,21.0,,-32.95611,-60.633739,Zeballos 622
7911,1979.0,1.0,254.0,28.0,,-32.9560302,-60.634477,Zeballos 680
838,1959.0,1.0,254.0,20.0,,-32.956101,-60.633574,Zeballos 626
8811,1981.0,1.0,254.0,7.0,,-32.95549222727273,-60.63384172727273,9 de Julio 643
8852,1981.0,1.0,254.0,25.0,,-32.956083400000004,-60.634177,Zeballos 656
11001,1986.0,1.0,255.0,36.0,,-32.956048857142854,-60.633125285714286,Juan Manuel de Rosas 1471
12310,1990.0,1.0,255.0,14.0,,-32.955726875,-60.63194574999999,Primero de Mayo 1428
12614,1991.0,1.0,255.0,35.0,,-32.95616414285714,-60.63321885714287,Juan Manuel de Rosas 1483
1317,1961.0,1.0,255.0,26.0,,-32.95602645454545,-60.63251990909091,Zeballos 548
13495,1995.0,1.0,255.0,30.0,,-32.9561913,-60.6329619,Zeballos 578
14347,1998.0,1.0,255.0,23.0,,-32.95628369999999,-60.6322264,Zeballos 524
15291,2002.0,1.0,255.0,5.0,,-32.955446,-60.632502,Juan Manuel De Rosas 1419
15722,2004.0,1.0,255.0,8.0,,-32.955637555555555,-60.632224,9 de Julio 537
16487,2007.0,1.0,255.0,31.0,,-32.95623942857143,-60.633075142857145,Zeballos 584
18134,2011.0,1.0,255.0,28.0,,-32.955962,-60.632745,Juan Manuel De Rosas 1463
18163,2011.0,1.0,255.0,22.0,,-32.956554,-60.632009,Primero De Mayo 1504
18691,2013.0,1.0,255.0,22.0,,-32.956554,-60.632009,Primero De Mayo 1504
19347,2015.0,1.0,255.0,22.0,,-32.956554,-60.632009,Primero De Mayo 1504
19395,2015.0,1.0,255.0,19.0,,-32.956219999999995,-60.6320392,Primero de Mayo 1470
1951,1965.0,1.0,255.0,26.0,,-32.956390215273814,-60.632621541869945,Zeballos 550
20285,2017.0,1.0,255.0,17.0,,-32.95598785714286,-60.632149142857145,Primero de Mayo 1454
20360,2017.0,1.0,255.0,42.0,,-32.95542066666666,-60.632939,Juan Manuel de Rosas 1413
21322,2020.0,1.0,255.0,22.0,,-32.956449222222226,-60.63210988888889,Zeballos 514
21510,2021.0,1.0,255.0,34.0,,-32.956256571428575,-60.6332947142857,Juan Manuel de Rosas 1493
2378,1966.0,1.0,255.0,23.0,,-32.95628369999999,-60.6322264,Zeballos 524
2590,1967.0,1.0,255.0,1.0,,-32.9553104,-60.63301299999999,Juan Manuel de Rosas 1405
2825,1968.0,1.0,255.0,27.0,,-32.9561794,-60.63270300000001,Zeballos 560
3328,1969.0,1.0,255.0,11.0,,-32.9554692,-60.6318382,9 de Julio 511
3547,2022.0,1.0,255.0,7.0,,-32.95560644444445,-60.63233199999999,9 de Julio 545
4874,1973.0,1.0,255.0,6.0,,-32.955579,-60.6323795,9 de Julio 549
733,1958.0,1.0,255.0,28.0,,-32.955962,-60.632745,Juan Manuel De Rosas 1463
7683,1979.0,1.0,255.0,38.0,,-32.955753166666675,-60.63302683333333,Juan Manuel de Rosas 1443
911,1959.0,1.0,255.0,18.0,,-32.956102,-60.632103,Zeballos 522
9398,1981.0,1.0,255.0,5.0,,-32.955446,-60.632502,Juan Manuel De Rosas 1419
10549,1985.0,1.0,257.0,29.0,,-32.95685566666666,-60.630216,Zeballos 388
10610,1985.0,1.0,257.0,23.0,,-32.95694344444445,-60.629606444444434,Zeballos 338
11114,1986.0,1.0,257.0,11.0,,-32.95612628571429,-60.629084285714285,Ayacucho 1420
11287,1987.0,1.0,257.0,14.0,,-32.95644186325455,-60.62962109946704,Leandro N. Alem 1449
11541,1987.0,1.0,257.0,13.0,,-32.956253,-60.629471,Ayacucho 1445
13314,1994.0,1.0,257.0,14.0,,-32.956405101034775,-60.6298072563856,Leandro N. Alem 1449
14797,2000.0,1.0,257.0,31.0,,-32.9567166875,-60.63011468750001,Leandro N. Alem 1449
1617,1963.0,1.0,257.0,25.0,,-32.95674786666667,-60.6297326,Zeballos 350
17338,2009.0,1.0,257.0,9.0,,-32.9559978,-60.62910939999999,9 de Julio 313
17642,2010.0,1.0,257.0,13.0,,-32.956253,-60.629471,Ayacucho 1445
17730,2010.0,1.0,257.0,13.0,,-32.956312000000004,-60.6291925,Ayacucho 1436
1873,1964.0,1.0,257.0,15.0,,-32.95658974999999,-60.6292995,Ayacucho 1460
19048,2014.0,1.0,257.0,27.0,,-32.956875000000004,-60.630031375,Zeballos 374
19789,2016.0,1.0,257.0,32.0,,-32.9565903990849,-60.63026810676157,Leandro N. Alem 1473
20903,2019.0,1.0,257.0,4.0,,-32.95602266666667,-60.629658444444445,9 de Julio 357
21174,2019.0,1.0,257.0,1.0,,-32.955852666666665,-60.63010583333334,Leandro N. Alem 1413
21277,2020.0,1.0,257.0,35.0,,-32.95630042857143,-60.62995785714286,Leandro N. Alem 1445
22963,2026.0,1.0,257.0,12.0,,-32.95624,-60.62906971428572,Ayacucho 1428
2345,1966.0,1.0,257.0,21.0,,-32.95700771428572,-60.629389,Zeballos 320
2450,1967.0,1.0,257.0,7.0,,-32.955954222222225,-60.6293861111111,9 de Julio 337
2574,1967.0,1.0,257.0,13.0,,-32.956333,-60.6290685,Ayacucho 1436
2601,1971.0,1.0,257.0,12.0,,-32.95624,-60.62906971428572,Ayacucho 1428
3076,1969.0,1.0,257.0,33.0,,-32.956509,-60.63007614285714,Leandro N. Alem 1449
3775,1971.0,1.0,257.0,6.0,,-32.95600581818182,-60.629478363636366,9 de Julio 343
388,1955.0,1.0,257.0,34.0,,-32.956382625,-60.630055625,Leandro N. Alem 1449
5754,1975.0,1.0,257.0,5.0,,-32.955940727272726,-60.6295610909091,9 de Julio 351
5810,1975.0,1.0,257.0,26.0,,-32.95684561467654,-60.62990566795799,Zeballos 364
7060,1978.0,1.0,257.0,10.0,,-32.95602916666667,-60.62901633333333,Ayacucho 1410
7353,1978.0,1.0,257.0,14.0,,-32.95637066666667,-60.62923833333333,Ayacucho 1442
8133,1979.0,1.0,257.0,30.0,,-32.95684057142857,-60.630351000000005,Leandro N. Alem 1493
8983,1981.0,1.0,257.0,30.0,,-32.95684057142857,-60.630351000000005,Leandro N. Alem 1493
913,1959.0,1.0,257.0,23.0,,-32.95666575745189,-60.62951293252061,Zeballos 334
11978,1989.0,1.0,258.0,22.0,,-32.957057500000005,-60.628187100000005,Zeballos 232
1310,1961.0,1.0,258.0,14.0,,-32.9565628,-60.62772739999999,Cristóbal Colón 1432
13849,1996.0,1.0,258.0,13.0,,-32.956471,-60.62771833333334,Cristóbal Colón 1422
14214,1997.0,1.0,258.0,18.0,,-32.95692916666667,-60.62781583333333,Cristóbal Colón 1468
14374,1998.0,1.0,258.0,24.0,,-32.95676642857143,-60.62838442857143,Ayacucho 1468
14523,1998.0,1.0,258.0,12.0,,-32.956397800000005,-60.627689,Cristóbal Colón 1414
14601,1999.0,1.0,258.0,17.0,,-32.956831,-60.6277985,Cristóbal Colón 1458
15381,2002.0,1.0,258.0,23.0,,-32.9571586,-60.6283474,Zeballos 244
15825,2005.0,1.0,258.0,19.0,,-32.957111,-60.627829,Zeballos 224
17589,2010.0,1.0,258.0,33.0,,-32.95670188888889,-60.628842,Ayacucho 1469
17799,2010.0,1.0,258.0,9.0,,-32.956190199999995,-60.6275884,9 de Julio 201
18049,2011.0,1.0,258.0,28.0,,-32.9571146,-60.628966000000005,Ayacucho 1497
1866,1964.0,1.0,258.0,36.0,,-32.95636966666667,-60.62873233333334,Ayacucho 1433
18771,2013.0,1.0,258.0,16.0,,-32.95670561538461,-60.62804553846154,Cristóbal Colón 1455
19341,2016.0,1.0,258.0,27.0,,-32.95690682352942,-60.62877400000001,Ayacucho 1477
19404,2015.0,1.0,258.0,7.0,,-32.95638340000001,-60.6278368,Cristóbal Colón 1416
19793,2016.0,1.0,258.0,26.0,,-32.9571062,-60.6287182,Zeballos 278
21619,2021.0,1.0,258.0,10.0,,-32.956261,-60.62765466666667,Cristóbal Colón 1402
4044,1971.0,1.0,258.0,19.0,,-32.957111,-60.627829,Zeballos 224
4139,1972.0,1.0,258.0,20.0,,-32.95713569713082,-60.6279945203521,Zeballos 214
4367,1972.0,1.0,258.0,19.0,,-32.957111,-60.627829,Zeballos 224
5192,1974.0,1.0,258.0,23.0,,-32.9571586,-60.6283474,Zeballos 244
5418,1974.0,1.0,258.0,15.0,,-32.9566485,-60.62776016666667,Cristóbal Colón 1440
5946,1975.0,1.0,258.0,11.0,,-32.956325,-60.6276718,Cristóbal Colón 1408
10107,1984.0,1.0,259.0,9.0,,-32.9565022,-60.626408600000005,9 de Julio 119
10546,1985.0,1.0,259.0,10.0,,-32.956523,-60.62628480000001,Necochea 1410
1167,1976.0,1.0,259.0,18.0,,-32.9572045,-60.627062125,Zeballos 158
14121,1997.0,1.0,259.0,13.0,,-32.957239125,-60.62653937500001,Necochea 1486
18858,2013.0,1.0,259.0,13.0,,-32.957239125,-60.62653937500001,Necochea 1486
19985,2016.0,1.0,259.0,21.0,,-32.95661533333334,-60.627315,Cristóbal Colón 1429
2262,1966.0,1.0,259.0,12.0,,-32.957154,-60.626656125,Zeballos 112
22676,2024.0,1.0,259.0,1.0,,-32.9564364,-60.62738040000001,Cristóbal Colón 1413
2650,1967.0,1.0,259.0,17.0,,-32.95729071428571,-60.62700814285714,Zeballos 152
302,1986.0,1.0,259.0,11.0,,-32.956622875,-60.62666925,9 de Julio 141
3337,1970.0,1.0,259.0,11.0,,-32.95701049999999,-60.626433,Necochea 1462
3359,1970.0,1.0,259.0,7.0,,-32.9564638,-60.626638,9 de Julio 139
5093,1974.0,1.0,259.0,2.0,,-32.956336,-60.627213,9 de Julio 191
5258,1974.0,1.0,259.0,13.0,,-32.957239125,-60.62653937500001,Necochea 1486
626,1957.0,1.0,265.0,27.0,,-32.953448,-60.64992,Zeballos 1797
6406,1976.0,1.0,259.0,21.0,,-32.95661533333334,-60.627315,Cristóbal Colón 1429
7664,1978.0,1.0,259.0,15.0,,-32.95717020000001,-60.6267468,Zeballos 134
9318,1982.0,1.0,259.0,8.0,,-32.95650283333333,-60.62653066666667,9 de Julio 131
11129,1986.0,1.0,260.0,2.0,,-32.95646914285714,-60.625844,9 de Julio 93
11917,1989.0,1.0,260.0,3.0,,-32.95683525,-60.625713125,9 de Julio 77
1225,1961.0,1.0,260.0,23.0,,-32.95741671428571,-60.62620542857143,Necochea 1495
13610,1995.0,1.0,260.0,20.0,,-32.95733414285714,-60.62564471428571,Zeballos 54
13769,1996.0,1.0,260.0,19.0,,-32.95738025,-60.62552625,Zeballos 54
14553,1999.0,1.0,260.0,14.0,,-32.957273,-60.625073750000006,Chacabuco 1468
15323,2002.0,1.0,260.0,9.0,,-32.956624,-60.62495160000001,9 de Julio 17
16372,2006.0,1.0,260.0,1.0,,-32.95654754545454,-60.62594727272727,Necochea 1403
17377,2009.0,1.0,260.0,17.0,,-32.95738061538462,-60.62519484615385,Zeballos 20
2180,1966.0,1.0,260.0,16.0,,-32.957547,-60.625063833333336,Chacabuco 1496
22277,2023.0,1.0,260.0,23.0,,-32.95741671428571,-60.62620542857143,Necochea 1495
2233,1966.0,1.0,260.0,23.0,,-32.95741671428571,-60.62620542857143,Necochea 1495
2437,1967.0,1.0,260.0,16.0,,-32.957547,-60.625063833333336,Chacabuco 1496
2546,1967.0,1.0,260.0,24.0,,-32.95706144444444,-60.62596077777778,Zeballos 74
3551,1970.0,1.0,260.0,9.0,,-32.956624,-60.62495160000001,9 de Julio 17
5435,1974.0,1.0,260.0,23.0,,-32.95713333114276,-60.62612050273823,Necochea 1465
565,1957.0,1.0,260.0,23.0,,-32.95741671428571,-60.62620542857143,Necochea 1495
5945,1975.0,1.0,260.0,22.0,,-32.957377666666666,-60.62589816666667,Zeballos 74
7150,1978.0,1.0,260.0,28.0,,-32.95672316666667,-60.62602266666667,Necochea 1423
8882,1981.0,1.0,260.0,26.0,,-32.9569254,-60.625992,Necochea 1441
9787,1983.0,1.0,260.0,26.0,,-32.9569254,-60.625992,Necochea 1441
11837,1988.0,1.0,261.0,6.0,,-32.95262666666667,-60.65462866666667,Zeballos 2133
12162,1989.0,1.0,261.0,8.0,,-32.95266814285714,-60.65442300000001,Balcarce 1512
12198,1990.0,1.0,261.0,28.0,,-32.953092875,-60.65518562500001,Bulevar Nicasio Oroño 1565
13126,1993.0,1.0,261.0,22.0,,-32.953349,-60.65491039999999,Montevideo 2108
1862,1964.0,1.0,261.0,6.0,,-32.95262666666667,-60.65462866666667,Zeballos 2133
20831,2019.0,1.0,261.0,7.0,,-32.952643,-60.654546800000006,Zeballos 2123
3127,1969.0,1.0,261.0,13.0,,-32.95292142857143,-60.65457285714285,Balcarce 1538
3641,1970.0,1.0,261.0,1.0,,-32.9524746,-60.6552128,Zeballos 2156
6120,1976.0,1.0,261.0,18.0,,-32.95351171428571,-60.654503857142856,Balcarce 1596
11604,1988.0,1.0,262.0,23.0,,-32.9537312,-60.653375800000006,Montevideo 2024
12264,1990.0,1.0,262.0,14.0,,-32.95302916666666,-60.6531085,Mariano Moreno 1526
12631,1991.0,1.0,262.0,24.0,,-32.95366983333333,-60.65347166666666,Montevideo 2034
14876,2000.0,1.0,262.0,8.0,,-32.95291485714285,-60.65331014285714,Zeballos 2037
15619,2004.0,1.0,262.0,29.0,,-32.9534922,-60.6540273,Montevideo 2076
16432,2007.0,1.0,262.0,1.0,,-32.9526718,-60.6539944,Zeballos 2090
16607,2007.0,1.0,262.0,11.0,,-32.952881166666664,-60.65300616666667,Zeballos 2017
16641,2007.0,1.0,262.0,10.0,,-32.9528548,-60.6530976,Zeballos 2019
16916,2008.0,1.0,262.0,9.0,,-32.9528364,-60.653203600000005,Zeballos 2019
17313,2009.0,1.0,262.0,41.0,,-32.9527468,-60.65401340000001,Balcarce 1509
17985,2011.0,1.0,262.0,12.0,,-32.952891,-60.6529058,Mariano Moreno 1508
1872,1964.0,1.0,262.0,2.0,,-32.95278285714286,-60.65389742857143,Zeballos 2064
21720,2021.0,1.0,262.0,27.0,,-32.953623,-60.6538092,Montevideo 2050
22713,2024.0,1.0,262.0,21.0,,-32.9537616,-60.6532066,Montevideo 2010
2399,1967.0,1.0,262.0,13.0,,-32.95294223076924,-60.65305715384616,Zeballos 2017
2502,1967.0,1.0,252.0,25.0,,-32.954969875,-60.637230125,Maipú 1449
307,1955.0,1.0,262.0,36.0,,-32.9531972,-60.654051800000005,Balcarce 1557
5380,1974.0,1.0,262.0,16.0,,-32.95315883333333,-60.65346183333333,Montevideo 2024
6139,1976.0,1.0,262.0,40.0,,-32.952831,-60.6540344,Balcarce 1517
6547,1976.0,1.0,262.0,38.0,,-32.953045571428575,-60.65391271428572,Montevideo 2051
12268,1990.0,1.0,263.0,26.0,,-32.953695,-60.6528306,Mariano Moreno 1585
13451,1994.0,1.0,263.0,20.0,,-32.953857500000005,-60.65217183333333,Montevideo 1940
13800,1996.0,1.0,263.0,27.0,,-32.95365257142857,-60.65271385714287,Mariano Moreno 1577
14033,1997.0,1.0,263.0,33.0,,-32.95313314285714,-60.65253085714286,Zeballos 1985
14561,1999.0,1.0,263.0,3.0,,-32.9529686,-60.6524558,Zeballos 1981
17282,2009.0,1.0,263.0,28.0,,-32.953532124999995,-60.652670875,Mariano Moreno 1565
19502,2015.0,1.0,263.0,24.0,,-32.9536834,-60.6525766,Montevideo 1974
20533,2018.0,1.0,263.0,9.0,,-32.953163,-60.651825,Zeballos 1927
21605,2021.0,1.0,263.0,19.0,,-32.95388985714286,-60.65206657142857,Montevideo 1930
22315,2023.0,1.0,263.0,17.0,,-32.954043,-60.6518028,Montevideo 1906
3461,1970.0,1.0,263.0,5.0,,-32.953095142857144,-60.65226628571428,Zeballos 1965
4664,1973.0,1.0,263.0,31.0,,-32.9532946,-60.6527294,Mariano Moreno 1543
4689,1975.0,1.0,263.0,10.0,,-32.95316916666667,-60.65170116666667,Zeballos 1917
15066,2001.0,1.0,264.0,16.0,,-32.95397928571428,-60.650631857142855,Montevideo 1828
16131,2006.0,1.0,264.0,14.0,,-32.95378066666667,-60.65066366666667,Italia 1556
18007,2011.0,1.0,264.0,6.0,,-32.953318499999995,-60.650767,Zeballos 1855
18144,2011.0,1.0,264.0,32.0,,-32.953301,-60.6508582,Zeballos 1865
18765,2013.0,1.0,264.0,15.0,,-32.953871875,-60.65072737499999,Montevideo 1838
18932,2014.0,1.0,264.0,17.0,,-32.954075,-60.6505205,Italia 1580
21307,2020.0,1.0,264.0,19.0,,-32.95420228571429,-60.65062357142857,Montevideo 1824
21310,2020.0,1.0,264.0,13.0,,-32.95367925000001,-60.650647000000006,Italia 1546
21324,2020.0,1.0,264.0,12.0,,-32.953608200000005,-60.650667,Zeballos 1843
21529,2021.0,1.0,264.0,18.0,,-32.954149,-60.650453,Italia 1571
22683,2024.0,1.0,264.0,1.0,,-32.95330716666667,-60.65129366666667,Manuel Dorrego 1519
2866,1968.0,1.0,264.0,28.0,,-32.953825,-60.65142642857143,Manuel Dorrego 1575
5185,1974.0,1.0,264.0,22.0,,-32.9540535,-60.6510956,Montevideo 1866
5283,1974.0,1.0,264.0,18.0,,-32.954149,-60.650453,Italia 1571
9923,1983.0,1.0,264.0,25.0,,-32.954092,-60.651478,Montevideo 1895
10539,1985.0,1.0,265.0,10.0,,-32.954390000000004,-60.6491412,Montevideo 1714
1074,1960.0,1.0,265.0,1.0,,-32.95338400000001,-60.6499212,Zeballos 1797
11313,1987.0,1.0,265.0,12.0,,-32.95415254877965,-60.649461124723686,Montevideo 1722
11983,1989.0,1.0,265.0,22.0,,-32.953868428571425,-60.64999828571428,Italia 1549
12073,1989.0,1.0,265.0,11.0,,-32.954417,-60.64935916666666,Montevideo 1722
