ph,year,seccion,manzana,grafico,division,latitud,longitud,direccion_nominatim
7380,1978.0,5.0,62.0,26.0,,-33.001033625,-60.635817875,Avenida Ayacucho
11601,1988.0,5.0,62.0,27.0,,-33.0008848,-60.6359426,Avenida Ayacucho 5517
12427,1990.0,5.0,62.0,27.0,,-33.0009474,-60.635938,Avenida Ayacucho 5517
10005,1983.0,5.0,63.0,1.0,,-33.000591799999995,-60.634006,Hilarión de la Quintana 197
11134,1986.0,5.0,63.0,24.0,,-33.001306,-60.63313900000001,Teodoro Sánchez de Bustamante
21482,2023.0,5.0,64.0,13.0,,-33.000535500000005,-60.629769,Hilarión de la Quintana
19445,2016.0,5.0,64.0,28.0,,-33.001241400000005,-60.6312422,Teodoro Sánchez de Bustamante
9982,1983.0,5.0,64.0,31.0,,-33.00106266666667,-60.63162516666666,José Mariano Serrano
754,1958.0,5.0,65.0,14.0,,-33.00059566666666,-60.62745183333333,General Paz
20208,2017.0,5.0,65.0,18.0,,-33.00114119999999,-60.627286600000005,General Paz
10719,1985.0,5.0,65.0,29.0,,-33.001253,-60.629322,Teodoro Sánchez de Bustamante
5702,1975.0,5.0,65.0,32.0,,-33.0008936,-60.629294400000006,Avenida Pedro de Castro Barros 5550
20469,2017.0,5.0,66.0,3.0,,-33.00042916666666,-60.626646666666666,Hilarión de la Quintana 127
15546,2003.0,5.0,66.0,15.0,,-33.001086,-60.627039,General Paz
327,1954.0,5.0,66.0,16.0,,-33.00099483333333,-60.62696,General Paz
9692,1982.0,5.0,67.0,1.0,,-33.00041233333333,-60.62547266666667,Hilarión de la Quintana
8600,1980.0,5.0,68.0,1.0,,-33.0020894,-60.6489168,Francisco Narciso Laprida 5086
7195,1978.0,5.0,68.0,7.0,,-33.0021476,-60.64818160000001,Teodoro Sánchez de Bustamante
12762,1992.0,5.0,68.0,20.0,,-33.0027234,-60.6474886,Avenida Manuel Arijón
17986,2011.0,5.0,69.0,15.0,,-33.001943,-60.645147,Teodoro Sánchez de Bustamante
8703,1980.0,5.0,69.0,18.0,,-33.00221214285715,-60.645371,Teodoro Sánchez de Bustamante
1530,1962.0,5.0,69.0,26.0,,-33.0026534,-60.64570139999999,Avenida Manuel Arijón
21511,2021.0,5.0,69.0,33.0,,-33.00267285714286,-60.64665042857144,Avenida Manuel Arijón
9291,1982.0,5.0,69.0,35.0,,-33.002408333333335,-60.64671841666666,Francisco Narciso Laprida 5081
21857,2022.0,5.0,70.0,16.0,,-33.002127333333334,-60.64298111111111,Teodoro Sánchez de Bustamante
11225,1986.0,5.0,70.0,18.0,,-33.002644777777775,-60.64277255555557,Avenida Manuel Arijón 647
4401,1972.0,5.0,70.0,19.0,,-33.00255271428572,-60.64298028571427,Avenida Manuel Arijón 647
16514,2007.0,5.0,70.0,20.0,,-33.0025754,-60.643120800000005,Avenida Manuel Arijón 647
2080,1965.0,5.0,70.0,21.0,,-33.002409583333325,-60.64335391666666,Avenida Manuel Arijón 647
20211,,5.0,71.0,4.0,,-33.0019548,-60.6418062,Teodoro Sánchez de Bustamante
14463,1998.0,5.0,71.0,12.0,,-33.00191628571428,-60.640725571428575,Teodoro Sánchez de Bustamante
8061,1979.0,5.0,71.0,15.0,,-33.002204875,-60.640466375,Melquíades Salvá
12734,1992.0,5.0,71.0,31.0,,-33.002343,-60.6423448,Avenida José Bermúdez
13638,1995.0,5.0,72.0,3.0,,-33.00190757142857,-60.639648,Teodoro Sánchez de Bustamante
21732,2021.0,5.0,72.0,31.0,,-33.00250183333333,-60.6400875,Melquíades Salvá
16143,2006.0,5.0,73.0,5.0,,-33.00183928571429,-60.63728257142857,Teodoro Sánchez de Bustamante
4925,1973.0,5.0,73.0,9.0,,-33.001854125,-60.63668212500001,Teodoro Sánchez de Bustamante
9657,1981.0,5.0,73.0,11.0,,-33.001912000000004,-60.6363442,Avenida Ayacucho
16123,2006.0,5.0,73.0,12.0,,-33.00199225,-60.636485875000005,Teodoro Sánchez de Bustamante
7182,1978.0,5.0,73.0,13.0,,-33.002075125,-60.636588875,Teodoro Sánchez de Bustamante
12107,1989.0,5.0,73.0,15.0,,-33.00235583333333,-60.63638183333333,Avenida Ayacucho
5723,1975.0,5.0,73.0,16.0,,-33.00246114285714,-60.63633,Avenida Ayacucho
5104,1974.0,5.0,73.0,21.0,,-33.00215266666666,-60.637077,Teodoro Sánchez de Bustamante
22252,2023.0,5.0,74.0,9.0,,-33.00170957142857,-60.63436185714285,Teodoro Sánchez de Bustamante
5101,1971.0,5.0,74.0,15.0,,-33.002333199999995,-60.6342486,Pavón
16275,2006.0,5.0,74.0,19.0,,-33.0023334,-60.6353074,Avenida Manuel Arijón
13542,1995.0,5.0,74.0,20.0,,-33.0023728,-60.6354464,Avenida Manuel Arijón
18025,2011.0,5.0,75.0,13.0,,-33.0016815,-60.63208866666668,Teodoro Sánchez de Bustamante
16695,2008.0,5.0,75.0,17.0,,-33.002264600000004,-60.632116,José Mariano Serrano
4920,1973.0,5.0,76.0,1.0,,-33.00157683333333,-60.63163816666667,Teodoro Sánchez de Bustamante
2517,1968.0,5.0,76.0,4.0,,-33.0015544,-60.6309844,Teodoro Sánchez de Bustamante
19331,2014.0,5.0,76.0,10.0,,-33.00155416666666,-60.63016033333333,Teodoro Sánchez de Bustamante
7932,1979.0,5.0,77.0,3.0,,-33.0016862,-60.62830759999999,Atahualpa
14635,1999.0,5.0,79.0,13.0,,-33.001913125,-60.625568875,Avenida Manuel Arijón
10022,1983.0,5.0,80.0,12.0,,-33.00342428571428,-60.64726914285715,Francisco Narciso Laprida 5050
4497,1972.0,5.0,80.0,18.0,,-33.004018200000004,-60.6471178,Francisco Narciso Laprida 5032
8771,1980.0,5.0,80.0,19.0,,-33.00402322222222,-60.64724377777778,Centenario 872
18785,2013.0,5.0,80.0,23.0,,-33.0038025,-60.64767583333333,Centenario 872
14626,1999.0,5.0,81.0,7.0,,-33.003144799999994,-60.6461866,Avenida Manuel Arijón
12744,1992.0,5.0,81.0,17.0,,-33.003055875,-60.645108375,Avenida Manuel Arijón
3546,1970.0,5.0,81.0,34.0,,-33.00346119999999,-60.646835,Francisco Narciso Laprida 5046
18354,2012.0,5.0,81.0,40.0,,-33.0037102,-60.6462702,Tandil
13820,1996.0,5.0,81.0,52.0,,-33.0039498,-60.6450692,Buenos Aires 5819
18453,2012.0,5.0,81.0,58.0,,-33.003914599999995,-60.6457262,Centenario
15882,2005.0,5.0,83.0,20.0,,-33.0029644,-60.640556,Avenida Manuel Arijón
17435,2009.0,5.0,83.0,22.0,,-33.0030408,-60.640351800000005,Melquíades Salvá
16240,2006.0,5.0,83.0,41.0,,-33.0037372,-60.6413762,Avenida Manuel Arijón
17593,2011.0,5.0,83.0,54.0,,-33.003518,-60.642239200000006,Avenida José Bermúdez 5790
9561,1982.0,5.0,85.0,6.0,,-33.00300059999999,-60.6372436,Avenida Manuel Arijón 305
15134,2001.0,5.0,85.0,6.0,,-33.003255625,-60.637218875,Avenida Manuel Arijón 305
17826,2010.0,5.0,85.0,7.0,,-33.003023285714285,-60.63712385714285,Avenida Manuel Arijón 305
4710,1973.0,5.0,85.0,9.0,,-33.00308288888888,-60.63688566666666,Avenida Manuel Arijón 305
3313,1969.0,5.0,85.0,12.0,,-33.0029896,-60.63656,Avenida Manuel Arijón 305
10509,1985.0,5.0,85.0,16.0,,-33.003390499999995,-60.63641425,Avenida Manuel Arijón 305
10822,1985.0,5.0,85.0,19.0,,-33.0036074,-60.6362998,Centenario
18263,2011.0,5.0,85.0,20.0,,-33.0037156,-60.636295,Centenario
8905,1981.0,5.0,85.0,26.0,,-33.00367216666667,-60.63698983333333,Centenario
7142,1978.0,5.0,85.0,39.0,,-33.003134,-60.637739,Julián de Leiva
17672,2010.0,5.0,86.0,20.0,,-33.003512666666666,-60.63534033333334,Centenario
12926,1993.0,5.0,86.0,26.0,,-33.003499,-60.635727,Avenida Ayacucho 5664
103,1952.0,5.0,87.0,1.0,,-33.00438966666667,-60.64946749999999,Avenida José De San Martín 4547
4972,1974.0,5.0,87.0,16.0,,-33.0051036,-60.64888520000001,Manuel Láinez
6184,1976.0,5.0,87.0,21.0,,-33.00510857142857,-60.649359142857136,Manuel Láinez
8366,1980.0,5.0,88.0,1.0,,-33.0043762,-60.648555,Sadi Carnot
15928,2005.0,5.0,88.0,41.0,,-33.004923142857145,-60.64714028571428,Francisco Narciso Laprida 5011
6519,1976.0,5.0,88.0,42.0,,-33.0049972,-60.6470832,Francisco Narciso Laprida 5009
21434,2020.0,5.0,88.0,52.0,,-33.004785,-60.64754633333334,Melincué
18078,2011.0,5.0,89.0,30.0,,-33.00466683333333,-60.64657699999999,Francisco Narciso Laprida 5014
4690,1973.0,5.0,89.0,32.0,,-33.004515142857144,-60.64670114285713,Francisco Narciso Laprida 5018
5628,1975.0,5.0,91.0,8.0,,-33.004130999999994,-60.6415052,Centenario
11895,1989.0,5.0,91.0,11.0,,-33.004414,-60.641472,Centenario
4038,1970.0,5.0,91.0,18.0,,-33.004427199999995,-60.6423082,Avenida José Bermúdez 5790
8814,1987.0,5.0,91.0,19.0,,-33.00434083333334,-60.642267,Avenida José Bermúdez 5790
4540,1972.0,5.0,91.0,21.0,,-33.0046682,-60.6422608,De Riego
5840,1975.0,5.0,91.0,38.0,,-33.0049408,-60.6422864,Avenida José Bermúdez 5790
18179,2011.0,5.0,91.0,41.0,,-33.0041196,-60.6411382,Centenario
3582,1970.0,5.0,91.0,47.0,,-33.00413749999999,-60.6404885,Centenario
12048,1989.0,5.0,91.0,51.0,,-33.004379,-60.640328,Centenario
10319,1984.0,5.0,92.0,26.0,,-33.0046134,-60.639424600000005,De Riego
8911,1981.0,5.0,92.0,34.0,,-33.004829,-60.639499,De Riego
9516,1982.0,5.0,92.0,44.0,,-33.004071,-60.63849259999999,Centenario
7631,1979.0,5.0,92.0,54.0,,-33.004281,-60.638382,Centenario
5944,1975.0,5.0,92.0,57.0,,-33.00427066666666,-60.63867583333334,De Riego
18813,2013.0,5.0,92.0,63.0,,-33.0045872,-60.6385584,De Riego
11658,1988.0,5.0,93.0,2.0,,-33.00406516666666,-60.63752766666666,Centenario
6881,1976.0,5.0,93.0,13.0,,-33.00410771428572,-60.636386,Centenario
5250,1974.0,5.0,93.0,18.0,,-33.004554166666665,-60.63643199999999,Manuel Láinez
13780,1996.0,5.0,93.0,31.0,,-33.004801,-60.637587,Manuel Láinez
8105,1979.0,5.0,93.0,35.0,,-33.004416,-60.637559,Centenario
14564,1999.0,5.0,93.0,37.0,,-33.004246,-60.637617,Centenario
17801,2010.0,5.0,94.0,1.0,,-33.0056134,-60.6497006,Avenida José De San Martín 4546
7933,1979.0,5.0,94.0,22.0,,-33.0061516,-60.6493296,Juan Elena Blanco
10805,1985.0,5.0,94.0,23.0,,-33.006043000000005,-60.649292,Juan Elena Blanco
12986,1993.0,5.0,95.0,8.0,,-33.005502166666666,-60.647963,Melincué
7748,1979.0,5.0,95.0,14.0,,-33.006002333333335,-60.647942,Melincué
11352,1987.0,5.0,95.0,35.0,,-33.0053472,-60.647035,Manuel Láinez
13920,1996.0,5.0,95.0,50.0,,-33.00599116666667,-60.647568500000006,Melincué
10642,1985.0,5.0,96.0,16.0,,-33.006047599999995,-60.6460014,Conscripto Bernardi
6528,1977.0,5.0,96.0,31.0,,-33.0053104,-60.6457382,Manuel Láinez
17296,2009.0,5.0,96.0,36.0,,-33.005337999999995,-60.6452165,Manuel Láinez
6138,1976.0,5.0,96.0,42.0,,-33.0056672,-60.6451736,Buenos Aires 5819
11092,1986.0,5.0,97.0,73.0,,-33.0059662,-60.6428556,Rui Barbosa
16576,2007.0,5.0,99.0,29.0,,-33.005324,-60.638407,Manuel Láinez
9995,1983.0,5.0,99.0,50.0,,-33.005626666666664,-60.639801,Edison
11338,1987.0,5.0,100.0,18.0,,-33.005234,-60.636221,Manuel Láinez
10510,1985.0,5.0,100.0,37.0,,-33.005527,-60.637659,Edison
18001,2011.0,5.0,100.0,51.0,,-33.00549,-60.636169,Manuel Láinez
4400,1972.0,5.0,100.0,59.0,,-33.00574700000001,-60.63666479999999,Rui Barbosa
5913,1975.0,5.0,100.0,62.0,,-33.005755,-60.6369428,Rui Barbosa
19263,2014.0,5.0,101.0,1.0,,-33.006495,-60.6498728,Avenida José De San Martín 4546
5197,1974.0,5.0,101.0,4.0,,-33.006468,-60.649542,Juan Elena Blanco
8464,1980.0,5.0,101.0,23.0,,-33.0065008,-60.6493152,Juan Elena Blanco
20619,2018.0,5.0,101.0,36.0,,-33.007056000000006,-60.64876783333333,Sadi Carnot
10954,1986.0,5.0,101.0,43.0,,-33.007195,-60.649274,Sadi Carnot
18489,2012.0,5.0,102.0,12.0,,-33.006862,-60.647994,Melincué
20640,2018.0,5.0,102.0,15.0,,-33.0071028,-60.6478392,Melincué
6759,1977.0,5.0,102.0,35.0,,-33.0063742,-60.646992,Rui Barbosa
9416,1982.0,5.0,103.0,13.0,,-33.0068001,-60.646132899999984,Conscripto Bernardi
15612,2010.0,5.0,103.0,38.0,,-33.006281,-60.6449708,Rui Barbosa
10893,1985.0,5.0,103.0,53.0,,-33.007065600000004,-60.64566399999999,Conscripto Bernardi
9867,1983.0,5.0,105.0,23.0,,-33.006831625,-60.64177025,Cabildo
9757,1983.0,5.0,105.0,40.0,,-33.00627266666667,-60.6407505,Rui Barbosa
14286,1998.0,5.0,106.0,5.0,,-33.006162,-60.63949379999999,Rui Barbosa
7471,1978.0,5.0,106.0,41.0,,-33.006385,-60.639475,Rui Barbosa
19429,2015.0,5.0,106.0,59.0,,-33.0066408,-60.6389176,Ferrán
6582,1977.0,5.0,106.0,62.0,,-33.006632,-60.6386394,Ferrán
4662,1973.0,5.0,106.0,69.0,,-33.0065648,-60.6379546,Ferrán
16352,2007.0,5.0,106.0,96.0,,-33.006706,-60.6399,Ferrán
11790,1988.0,5.0,107.0,1.0,,-33.006067,-60.637617,Edison
11470,1987.0,5.0,107.0,52.0,,-33.006588666666666,-60.63618266666666,Ferrán
10070,1983.0,5.0,107.0,64.0,,-33.006788,-60.63708340000001,Cabildo
15513,2003.0,5.0,107.0,66.0,,-33.006793800000004,-60.637268600000006,Cabildo
18353,2012.0,5.0,108.0,3.0,,-33.007552,-60.64987828571429,Cabildo
11809,1988.0,5.0,108.0,19.0,,-33.00830620000001,-60.6502636,Muñoz
6397,1976.0,5.0,108.0,21.0,,-33.00806585714285,-60.65018771428572,Avenida José De San Martín 4546
15331,2002.0,5.0,108.0,24.0,,-33.007693,-60.649998222222216,Avenida José De San Martín 4546
1545,1963.0,5.0,108.0,30.0,,-33.007459,-60.648889,Sadi Carnot
21986,2022.0,5.0,109.0,30.0,,-33.0074166,-60.6474406,Cabildo
11592,1988.0,5.0,110.0,8.0,,-33.007391,-60.64593,Conscripto Bernardi
6667,1977.0,5.0,110.0,19.0,,-33.00801742857143,-60.64622357142857,Muñoz
4398,1972.0,5.0,110.0,20.0,,-33.0081322,-60.64632379999999,Muñoz
10456,1985.0,5.0,111.0,37.0,,-33.0079385,-60.64453583333334,Buenos Aires 5737
8799,1981.0,5.0,113.0,6.0,,-33.007203,-60.639318,Ferrán
4354,1972.0,5.0,113.0,20.0,,-33.00712,-60.637919,Ferrán
8398,1980.0,5.0,113.0,27.0,,-33.007372,-60.638347,Ferrán
20291,2017.0,5.0,113.0,31.0,,-33.007384,-60.638732,Ferrán
12042,1989.0,5.0,113.0,39.0,,-33.007407,-60.639502,Ferrán
11725,1988.0,5.0,113.0,60.0,,-33.007659000000004,-60.638344800000006,Pelikán
11997,1989.0,5.0,113.0,64.0,,-33.0076134,-60.63791839999999,Pelikán
7144,1978.0,5.0,113.0,67.0,,-33.007904,-60.637886,Pelikán
989,1960.0,5.0,114.0,8.0,,-33.007106,-60.636774200000005,Cabildo
13271,1994.0,5.0,114.0,9.0,,-33.0071032,-60.6366778,Cabildo
15807,2005.0,5.0,114.0,41.0,,-33.007601599999994,-60.6364644,Pelikán
6262,1976.0,5.0,114.0,44.0,,-33.007671,-60.636084,Pelikán
4274,1968.0,5.0,114.0,55.0,,-33.007821,-60.6371302,Muñoz
9722,1982.0,5.0,115.0,14.0,,-33.008503000000005,-60.6489552,Muñoz
13344,1994.0,5.0,116.0,9.0,,-33.0086775,-60.648006666666674,Avenida Battle y Ordoñez
19482,2015.0,5.0,117.0,10.0,,-33.00862,-60.6462506,Avenida Battle y Ordoñez
15655,2004.0,5.0,119.0,19.0,,-33.008248,-60.64031249999999,Muñoz
20136,2017.0,5.0,120.0,1.0,,-33.0081948,-60.6398318,Muñoz
5727,1975.0,5.0,120.0,23.0,,-33.008426,-60.637864,Pelikán
14193,1997.0,5.0,120.0,36.0,,-33.008406,-60.6391804,Avenida Battle y Ordoñez
20661,2018.0,5.0,120.0,39.0,,-33.0084744,-60.6394724,Avenida Battle y Ordoñez
7113,1978.0,5.0,120.0,41.0,,-33.00844,-60.639651,Muñoz
9987,1983.0,5.0,121.0,2.0,,-33.0081575,-60.637315,Muñoz
15831,2005.0,5.0,121.0,4.0,,-33.008145,-60.63711639999999,Muñoz
8442,1980.0,5.0,121.0,30.0,,-33.008224625000004,-60.63749000000001,Muñoz
5655,1975.0,5.0,123.0,10.0,,-33.003491,-60.631313,Centenario
17989,2011.0,5.0,124.0,4.0,,-33.002652,-60.629458166666666,Avenida Manuel Arijón
12404,1990.0,5.0,125.0,3.0,,-33.002552599999994,-60.6283136,Avenida Manuel Arijón
13612,1995.0,5.0,125.0,9.0,,-33.003257500000004,-60.62683966666668,Andes
4588,1973.0,5.0,125.0,9.0,,-33.00298999999999,-60.62680833333333,Andes
5285,1974.0,5.0,126.0,1.0,,-33.002516,-60.626525,Andes
8021,1979.0,5.0,126.0,10.0,,-33.00250871428572,-60.62543571428572,Avenida Manuel Arijón
8772,1981.0,5.0,127.0,4.0,,-33.003982666666666,-60.63539283333333,Centenario
17931,2010.0,5.0,127.0,13.0,,-33.004630125000006,-60.635242,Aguirre
4776,2016.0,5.0,127.0,20.0,,-33.004532,-60.635597,Manuel Láinez
3386,1970.0,5.0,127.0,25.0,,-33.004204,-60.635803,Centenario
21541,2021.0,5.0,128.0,10.0,,-33.004676,-60.634679,Aguirre
8401,1980.0,5.0,128.0,11.0,,-33.00472,-60.634787,Aguirre
19295,2014.0,5.0,128.0,15.0,,-33.004375,-60.634846,Centenario
20718,2018.0,5.0,132.0,1.0,,-33.00380800000001,-60.629811800000006,Centenario
15616,2004.0,5.0,132.0,4.0,,-33.0038465,-60.62949499999999,Centenario
11056,1986.0,5.0,134.0,1.0,,-33.0049586,-60.6357282,Manuel Láinez
12795,1992.0,5.0,134.0,1.0,,-33.00501920000001,-60.6357258,Manuel Láinez
6565,1977.0,5.0,134.0,6.0,,-33.005088,-60.635184,Aguirre
13747,1996.0,5.0,134.0,14.0,,-33.005703000000004,-60.63531833333334,Rui Barbosa
1953,,5.0,134.0,20.0,,-33.00549383333333,-60.63561233333333,Avenida Ayacucho
4663,1973.0,5.0,134.0,25.0,,-33.005096599999995,-60.6357224,Manuel Láinez
7396,1978.0,5.0,135.0,5.0,,-33.004982,-60.63443379999999,Manuel Láinez
21175,2019.0,5.0,135.0,18.0,,-33.005709,-60.63482,Rui Barbosa
19433,2015.0,5.0,135.0,23.0,,-33.0052304,-60.6347786,Aguirre
7866,1979.0,5.0,141.0,3.0,,-33.00604283333333,-60.63539983333333,Rui Barbosa
15817,2005.0,5.0,141.0,11.0,,-33.0065154,-60.6352024,Aguirre
3383,1969.0,5.0,141.0,22.0,,-33.006453,-60.635545,Avenida Ayacucho 5915
14295,1998.0,5.0,142.0,1.0,,-33.005988,-60.634823,Rui Barbosa
15375,2002.0,5.0,142.0,7.0,,-33.00604675,-60.63416924999999,Rui Barbosa
18911,2013.0,5.0,147.0,7.0,,-33.00730733333334,-60.63516716666667,Aguirre
15162,2001.0,5.0,148.0,18.0,,-33.00768,-60.633658,Hungría
13847,1996.0,5.0,148.0,27.0,,-33.007737199999994,-60.634553,Muñoz
14467,1998.0,5.0,152.0,5.0,,-33.008069,-60.635082,Muñoz
20997,2019.0,5.0,153.0,18.0,,-33.008129,-60.634661,Muñoz
17004,2008.0,5.0,157.0,1.0,,-33.0091542,-60.65009299999999,Avenida Battle y Ordoñez
7913,1979.0,5.0,158.0,2.0,,-33.009143,-60.6491,Muñoz
19238,2014.0,5.0,159.0,5.0,,-33.009392,-60.648013,Avenida Battle y Ordoñez
12719,1992.0,5.0,161.0,22.0,,-33.010431200000006,-60.6482748,Sadi Carnot
19736,2015.0,5.0,164.0,17.0,,-33.01135957142857,-60.64702985714285,Francisco Narciso Laprida 4934
19862,2016.0,5.0,167.0,10.0,,-33.012411727272735,-60.64627372727273,Francisco Narciso Laprida 4926
20054,2017.0,5.0,169.0,25.0,,-33.01327885714286,-60.64547071428572,Alzugaray
15454,2003.0,5.0,172.0,17.0,,-33.01410871428571,-60.64536914285715,Blandengues
15069,2001.0,5.0,173.0,27.0,,-33.01538971428571,-60.64514971428572,Pasaje 525
10303,1984.0,5.0,178.0,16.0,,-32.998005400000004,-60.6609576,Anchorena
7799,1979.0,5.0,181.0,20.0,,-32.99864983333333,-60.66731016666666,Sancho Panza
15711,2004.0,5.0,182.0,7.0,,-32.99840760000001,-60.6656482,Anchorena
18299,2011.0,5.0,182.0,26.0,,-32.99849699999999,-60.66627299999999,Alvear 3919
20341,2017.0,5.0,183.0,14.0,,-32.99855016666667,-60.663768,Sancho Panza
9025,,5.0,183.0,19.0,,-32.998566200000006,-60.664196200000006,Sancho Panza
19872,2016.0,5.0,183.0,27.0,,-32.998531,-60.664793,Sancho Panza
16404,2007.0,5.0,183.0,37.0,,-32.998853600000004,-60.6639984,Sancho Panza
18325,2012.0,5.0,183.0,43.0,,-32.9991192,-60.663744,Regimiento 11
10008,1983.0,5.0,183.0,47.0,,-32.999062,-60.6641748,Regimiento 11
18549,2012.0,5.0,184.0,3.0,,-32.998335600000004,-60.6631432,Anchorena
20774,2018.0,5.0,184.0,6.0,,-32.998328400000005,-60.6628656,Anchorena
8185,1979.0,5.0,184.0,14.0,,-32.998562,-60.66234380000001,Sancho Panza
9770,1983.0,5.0,184.0,21.0,,-32.998539400000006,-60.663042,Sancho Panza
20490,2018.0,5.0,184.0,46.0,,-32.9990156,-60.662929000000005,Regimiento 11
6424,1976.0,5.0,185.0,1.0,,-32.998267600000005,-60.6619936,Anchorena
16203,2006.0,5.0,185.0,30.0,,-32.999038,-60.661961,Mariano Moreno 4700
21046,2019.0,5.0,185.0,31.0,,-32.99892783333333,-60.66195233333334,Mariano Moreno 4700
6088,1975.0,5.0,186.0,1.0,,-32.9982248,-60.66058559999999,Anchorena
13139,1993.0,5.0,186.0,11.0,,-32.9981916,-60.6594882,Anchorena
17005,2008.0,5.0,186.0,34.0,,-32.9986604,-60.6605422,Manuel Dorrego 4596
7498,1978.0,5.0,187.0,14.0,,-32.99844588888888,-60.65814355555555,España 4654
9370,1981.0,5.0,187.0,26.0,,-32.998743909090905,-60.658668454545456,Regimiento 11
7934,1979.0,5.0,190.0,4.0,,-32.998577375,-60.655403250000006,Regimiento 11
19393,2015.0,5.0,190.0,14.0,,-32.998744428571435,-60.65562357142858,Regimiento 11
21379,2021.0,5.0,190.0,16.0,,-32.9988144,-60.6558636,Regimiento 11
4988,1973.0,5.0,191.0,10.0,,-32.9985654,-60.6539657,Paraguay 4669
4761,1973.0,5.0,191.0,18.0,,-32.9988302,-60.65477059999999,Paraguay 4669
11796,1988.0,5.0,192.0,2.0,,-32.998281,-60.65248085714286,Corrientes 4567
1991,1965.0,5.0,192.0,5.0,,-32.99850722222222,-60.65227411111111,Raffo
13958,1996.0,5.0,192.0,18.0,,-32.9987882,-60.65331080000001,Corrientes 4566
2634,1967.0,5.0,192.0,18.0,,-32.9986952,-60.6533146,Corrientes 4566
2000,1965.0,5.0,192.0,24.0,,-32.99836125,-60.653168125,Corrientes 4567
4832,1973.0,5.0,193.0,7.0,,-32.9986718,-60.6511302,Bartolomé Mitre 4548
12752,1992.0,5.0,194.0,8.0,,-32.99861557142857,-60.650565285714286,Regimiento 11
3457,1970.0,5.0,194.0,11.0,,-32.9986434,-60.65084979999999,Bartolomé Mitre 4548
18690,2013.0,5.0,197.0,12.0,,-32.99942533333333,-60.66373133333334,Regimiento 11
17648,2010.0,5.0,197.0,13.0,,-32.9995104,-60.66371339999999,Balcarce 4539
14248,1997.0,5.0,197.0,15.0,,-32.9996664,-60.6637068,Balcarce 4539
11682,1988.0,5.0,200.0,10.0,,-32.9992108,-60.6595238,Regimiento 11
11945,1989.0,5.0,200.0,15.0,,-32.9996276,-60.6595058,Patria
5204,1974.0,5.0,201.0,8.0,,-32.99924233333333,-60.65836183333334,Regimiento 11
4922,1973.0,5.0,201.0,16.0,,-32.999582,-60.6580164,Patria
9325,1981.0,5.0,201.0,25.0,,-32.99952122222222,-60.65889955555557,Patria
21830,2022.0,5.0,202.0,1.0,,-32.99922133333333,-60.65765283333334,España 4654
9277,1982.0,5.0,203.0,8.0,,-32.9991224,-60.6559178,Regimiento 11
1777,2015.0,5.0,203.0,14.0,,-32.99920916666667,-60.65534233333333,Regimiento 11
20922,2019.0,5.0,203.0,22.0,,-32.999588,-60.6551208,Avenida Nuestra Señora del Rosario 1552
8481,1980.0,5.0,203.0,36.0,,-32.99984933333333,-60.656109,Reverendo José Margis
7100,1978.0,5.0,204.0,38.0,,-32.999195400000005,-60.6547142,Paraguay 4669
9065,1981.0,5.0,205.0,23.0,,-32.999703,-60.652626,Avenida Nuestra Señora del Rosario
4985,1973.0,5.0,205.0,31.0,,-32.99951866666667,-60.653193,Corrientes 4566
4153,1972.0,5.0,206.0,1.0,,-32.998993,-60.6518146,Regimiento 11
4411,1972.0,5.0,206.0,15.0,,-32.99967828571429,-60.65129,Avenida Nuestra Señora del Rosario
14506,2007.0,5.0,206.0,22.0,,-32.999472600000004,-60.65175320000001,Entre Ríos 4452
6116,1976.0,5.0,206.0,25.0,,-32.9992172,-60.651833,Entre Ríos 4452
6964,1977.0,5.0,206.0,25.0,,-32.999200555555554,-60.65166788888889,Entre Ríos 4452
3472,1970.0,5.0,207.0,8.0,,-32.999196,-60.65027011111111,Regimiento 11
20879,2018.0,5.0,207.0,13.0,,-32.99960533333334,-60.6501185,Raffo
8787,1980.0,5.0,208.0,9.0,,-32.998941875,-60.648758,Avenida José De San Martín 4550
2211,1966.0,5.0,208.0,13.0,,-32.999300000000005,-60.649064,Regimiento 11
89,1952.0,5.0,208.0,19.0,,-32.99957214285714,-60.64923342857144,Avenida José De San Martín 4550
10393,1985.0,5.0,208.0,26.0,,-32.9993978,-60.649754,Raffo
18000,2011.0,5.0,208.0,27.0,,-32.99931888888889,-60.64956544444445,Regimiento 11
5951,1975.0,5.0,209.0,2.0,,-33.00010328571428,-60.667576,Patria
22075,2023.0,5.0,209.0,14.0,,-33.0001316,-60.6665284,Patria
7880,1979.0,5.0,209.0,20.0,,-33.000393,-60.666709,Patria
6855,1977.0,5.0,210.0,22.0,,-33.00033019999999,-60.6655644,Bulevar Nicasio Oroño 5390
10502,1985.0,5.0,210.0,24.0,,-33.0003362,-60.6657494,Bulevar Nicasio Oroño 5390
15905,2005.0,5.0,211.0,4.0,,-32.999999200000005,-60.6643594,Patria
21198,2020.0,5.0,212.0,13.0,,-33.0000788,-60.662279,Mariano Moreno 4700
5976,1977.0,5.0,213.0,23.0,,-33.00020819999999,-60.661560400000006,Avenida Nuestra Señora del Rosario
17990,2011.0,5.0,214.0,7.0,,-32.99989933333333,-60.65984533333333,Patria
10859,1985.0,5.0,214.0,8.0,,-32.99989219999999,-60.65974659999999,Patria
18024,2011.0,5.0,216.0,19.0,,-33.00009300000001,-60.65759320000001,España 4654
